Match Id,Round,W_name,W_seed,W_Wc,W_country,W_set1,W_set2,W_set3,W_set4,W_set5,L_name,L_seed,L_Wc,L_country,L_set1,L_set2,L_set3,L_set4,L_set5
2005_M_128_46,R128,Frank Dancevic,,,CAN,6,3,10,,,Lee Childs,,1,GBR,4,6,8,,
2005_M_128_47,R128,Michael Berrer,,,GER,6,6,,,,Ladislav Svarc,,,SVK,4,2,,,
2005_M_128_48,R128,Yen-Hsun Lu,28,,TPE,6,6,,,,Nicolas Todero,,,ARG,4,1,,,
2005_M_128_49,R128,Jan-Michael Gambill,13,,USA,6,6,,,,Yuri Schukin,,,KAZ,1,2,,,
2005_M_128_50,R128,Andrea Stoppini,,,ITA,7,7,,,,Alexander Peya,,,AUT,5,5,,,
2005_M_128_51,R128,Jean-Michel Pequery,,,FRA,6,6,,,,Stefan Wauters,,,BEL,2,3,,,
2005_M_128_52,R128,Noam Okun,27,,ISR,7,6,,,,Ivan Navarro Pastor,,,ESP,5,3,,,
2005_M_128_53,R128,Pavel Snobel,,,CZE,6,4,6,,,Ruben Ramirez Hidalgo,14,,ESP,3,6,1,,
2005_M_128_54,R128,Sergiy Stakhovsky,,,UKR,7,7,,,,Glenn Weiner,,,USA,6,5,,,
2005_M_128_55,R128,Tuomas Ketola,,,FIN,6,6,,,,Oliver Marach,,,AUT,4,2,,,
2005_M_128_56,R128,Kristian Pless,,,DEN,6,6,,,,Peter Luczak,30,,AUS,2,4,,,
2005_M_128_57,R128,Wesley Moodie,15,,RSA,6,6,,,,Zbynek Mlynarik,,,AUT,2,0,,,
2005_M_128_58,R128,Juan Antonio Marin,,,CRC,6,7,,,,Giorgio Galimberti,,,ITA,4,5,,,
2005_M_128_59,R128,Yeu-Tzuoo Wang,,,TPE,6,6,,,,Aisam Qureshi,,,PAK,4,2,,,
2005_M_128_60,R128,Novak Djokovic,17,,SCG,1,,,,,Brian Baker,,,USA,1,,,,
2005_M_128_61,R128,Frederic Niemeyer,,,CAN,2,6,6,,,Lukas Dlouhy,16,,CZE,6,1,3,,
2005_M_128_62,R128,Tobias Summerer,,,GER,6,6,,,,Brian Vahaly,,,USA,3,2,,,
2005_M_128_63,R128,Marco Chiudinelli,,,SUI,6,6,6,,,Bobby Reynolds,,,USA,4,7,3,,
2005_M_128_64,R128,Michael Ryderstedt,21,,SWE,4,6,6,,,Sergio Roitman,,,ARG,6,4,2,,
2005_M_64_1,R64,Andreas Seppi,1,,ITA,5,6,6,,,Rik De Voest,,,RSA,7,4,2,,
2005_M_64_2,R64,Gilles Simon,18,,FRA,3,6,6,,,Jeroen Masson,,,BEL,6,2,2,,
2005_M_64_3,R64,Arnaud Clement,2,,FRA,6,6,,,,Alex Bogomolov Jr,,,USA,3,4,,,
2005_M_64_4,R64,Amer Delic,25,,USA,6,7,,,,Thiago Alves,,,BRA,3,6,,,
2005_M_64_5,R64,Justin Gimelstob,3,,USA,6,0,6,,,Vladimir Voltchkov,,,BLR,4,6,3,,
2005_M_64_6,R64,George Bastl,23,,SUI,6,6,,,,Marcus Sarstrand,,,SWE,0,3,,,
2005_M_64_7,R64,Paul Goldstein,4,,USA,6,7,,,,Jacob Adaktusson,,,SWE,2,5,,,
2005_M_64_8,R64,Jamie Delgado,,,GBR,6,7,,,,Chris Guccione,,,AUS,4,5,,,
2005_M_64_9,R64,Jeff Morrison,5,,USA,7,6,,,,Jerome Golmard,,,FRA,6,4,,,
2005_M_64_10,R64,Alejandro Falla,,,COL,7,7,,,,Andrew Banks,,1,GBR,6,5,,,
2005_M_64_11,R64,Antony Dupuis,6,,FRA,7,6,,,,Leonardo Azzaro,,,ITA,5,2,,,
2005_M_64_12,R64,Federico Luzzi,,,ITA,6,7,,,,Ramon Delgado,31,,PAR,4,6,,,
2005_M_64_13,R64,Filip Prpic,,,SWE,3,6,6,,,Igor Kunitsyn,,,RUS,6,4,2,,
2005_M_64_14,R64,Danai Udomchoke,,,THA,6,6,,,,Michal Mertinak,24,,SVK,3,1,,,
2005_M_64_15,R64,Gilles Elseneer,,,BEL,3,6,6,,,Stefano Galvani,,,ITA,6,3,3,,
2005_M_64_16,R64,Arvind Parmar,,1,GBR,7,6,,,,Diego Hartfield,,,ARG,6,3,,,
2005_M_64_17,R64,Roko Karanusic,,,CRO,6,0,6,,,Daniel Gimeno-Traver,,,ESP,4,6,3,,
2005_M_64_18,R64,Nicolas Mahut,20,,FRA,6,6,,,,Jan Minar,,,CZE,2,3,,,
2005_M_64_19,R64,Dick Norman,10,,BEL,6,7,,,,Steve Darcis,,,BEL,3,5,,,
2005_M_64_20,R64,Fernando Vicente,19,,ESP,6,7,,,,Sebastien De Chaunac,,,FRA,3,6,,,
2005_M_64_21,R64,Daniele Bracciali,11,,ITA,6,2,,,,Irakli Labadze,,,GEO,4,0,,,
2005_M_64_22,R64,Adrian Garcia,,,CHI,1,6,8,,,Ivo Heuberger,,,SUI,6,2,6,,
2005_M_64_23,R64,Uros Vico,,,ITA,6,7,11,,,Frank Dancevic,,,CAN,7,6,9,,
2005_M_64_24,R64,Yen-Hsun Lu,28,,TPE,6,4,6,,,Michael Berrer,,,GER,3,6,4,,
2005_M_64_25,R64,Jan-Michael Gambill,13,,USA,7,7,,,,Andrea Stoppini,,,ITA,6,6,,,
2005_M_64_26,R64,Noam Okun,27,,ISR,3,6,6,,,Jean-Michel Pequery,,,FRA,6,3,4,,
2005_M_64_27,R64,Sergiy Stakhovsky,,,UKR,7,4,6,,,Pavel Snobel,,,CZE,6,6,3,,
2005_M_64_28,R64,Tuomas Ketola,,,FIN,6,6,,,,Kristian Pless,,,DEN,4,3,,,
2005_M_64_29,R64,Wesley Moodie,15,,RSA,6,7,,,,Juan Antonio Marin,,,CRC,2,5,,,
2005_M_64_30,R64,Novak Djokovic,17,,SCG,6,6,,,,Yeu-Tzuoo Wang,,,TPE,4,4,,,
2005_M_64_31,R64,Tobias Summerer,,,GER,7,6,,,,Frederic Niemeyer,,,CAN,5,4,,,
2005_M_64_32,R64,Michael Ryderstedt,21,,SWE,6,4,,,,Marco Chiudinelli,,,SUI,0,2,,,
2005_M_32_1,R32,Andreas Seppi,1,,ITA,2,5,6,6,7,Gilles Simon,18,,FRA,6,7,2,2,5
2005_M_32_2,R32,Arnaud Clement,2,,FRA,7,6,6,,,Amer Delic,25,,USA,6,4,4,,
2005_M_32_3,R32,George Bastl,23,,SUI,1,,,,,Justin Gimelstob,3,,USA,0,,,,
2005_M_32_4,R32,Jamie Delgado,,,GBR,2,5,6,7,6,Paul Goldstein,4,,USA,6,7,1,5,2
2005_M_32_5,R32,Jeff Morrison,5,,USA,6,3,7,4,6,Alejandro Falla,,,COL,3,6,5,6,3
2005_M_32_6,R32,Antony Dupuis,6,,FRA,6,7,6,6,,Federico Luzzi,,,ITA,7,6,3,3,
2005_M_32_7,R32,Danai Udomchoke,,,THA,7,6,6,,,Filip Prpic,,,SWE,5,4,1,,
2005_M_32_8,R32,Gilles Elseneer,,,BEL,6,3,7,6,,Arvind Parmar,,1,GBR,1,6,6,0,
2005_M_32_9,R32,Roko Karanusic,,,CRO,1,6,6,6,,Nicolas Mahut,20,,FRA,6,4,2,4,
2005_M_32_10,R32,Dick Norman,10,,BEL,6,6,6,,,Fernando Vicente,19,,ESP,4,0,2,,
2005_M_32_11,R32,Adrian Garcia,,,CHI,7,3,5,7,1,Daniele Bracciali,11,,ITA,6,6,7,6,0
2005_M_32_12,R32,Yen-Hsun Lu,28,,TPE,7,7,6,,,Uros Vico,,,ITA,6,5,3,,
2005_M_32_13,R32,Noam Okun,27,,ISR,6,5,,,,Jan-Michael Gambill,13,,USA,2,4,,,
2005_M_32_14,R32,Tuomas Ketola,,,FIN,6,6,3,6,,Sergiy Stakhovsky,,,UKR,4,4,6,2,
2005_M_32_15,R32,Novak Djokovic,17,,SCG,4,6,6,7,6,Wesley Moodie,15,,RSA,6,0,7,6,3
2005_M_32_16,R32,Tobias Summerer,,,GER,6,6,6,,,Michael Ryderstedt,21,,SWE,3,4,2,,
2006_M_128_1,R128,Kevin Kim,1,,USA,6,6,,,,Jean-Julien Rojer,,,AHO,4,1,,,
2006_M_128_2,R128,Jeremy Chardy,,1,FRA,6,6,,,,Stefan Wauters,,,BEL,4,4,,,
2006_M_128_3,R128,Pavel Snobel,,,CZE,6,7,,,,Jonathan Marray,,1,GBR,3,6,,,
2006_M_128_4,R128,Diego Hartfield,19,,ARG,6,6,,,,Jan Masik,,,CZE,4,4,,,
2006_M_128_5,R128,Kenneth Carlsen,2,1,DEN,6,6,,,,Sam Warburg,,,USA,0,2,,,
2006_M_128_6,R128,Robert Smeets,,,AUS,6,1,6,,,Cecil Mamiit,,,PHI,1,6,3,,
2006_M_128_7,R128,Jeff Morrison,,,USA,6,6,,,,Gorka Fraile-Etxeberria,,,ESP,3,1,,,
2006_M_128_8,R128,Irakli Labadze,31,,GEO,3,7,6,,,Marc Lopez,,,ESP,6,6,4,,
2006_M_128_9,R128,Ramon Delgado,3,,PAR,7,6,,,,Michal Mertinak,,,SVK,5,3,,,
2006_M_128_10,R128,Sergiy Stakhovsky,,,UKR,6,6,,,,Chris Guccione,,,AUS,1,2,,,
2006_M_128_11,R128,Carlos Cuadrado-Quero,,,ESP,7,3,6,,,Amir Hadad,,,ISR,6,6,3,,
2006_M_128_12,R128,Roko Karanusic,27,,CRO,6,6,,,,Damian Patriarca,,,ARG,2,3,,,
2006_M_128_13,R128,Konstantinos Economidis,,,GRE,6,5,6,,,Bobby Reynolds,4,,USA,4,7,3,,
2006_M_128_14,R128,Marcel Granollers-Pujol,,,ESP,6,6,,,,Stephane Robert,,,FRA,4,3,,,
2006_M_128_15,R128,Marco Chiudinelli,,,SUI,6,6,,,,Lars Uebel,,,GER,4,4,,,
2006_M_128_16,R128,Santiago Gonzalez,23,,MEX,7,1,,,,Arvind Parmar,,,GBR,6,0,,,
2006_M_128_17,R128,Michael Berrer,5,,GER,6,6,,,,Todd Widom,,,USA,3,2,,,
2006_M_128_18,R128,Eric Nunez,,,USA,6,6,6,,,Rajeev Ram,,,USA,7,0,4,,
2006_M_128_19,R128,Andre Sa,,,BRA,7,6,,,,Amer Delic,,,USA,6,2,,,
2006_M_128_20,R128,Jesse Witten,,,USA,3,7,6,,,Dudi Sela,30,,ISR,6,6,4,,
2006_M_128_21,R128,Frank Dancevic,6,,CAN,6,4,6,,,Wesley Whitehouse,,1,RSA,2,6,2,,
2006_M_128_22,R128,Andrea Stoppini,,,ITA,6,6,,,,Dieter Kindlmann,,,GER,4,0,,,
2006_M_128_23,R128,Noam Okun,,,ISR,6,6,,,,Bjorn Rehnquist,,,SWE,2,4,,,
2006_M_128_24,R128,Olivier Patience,17,,FRA,7,7,,,,Alex Calatrava,,,ESP,6,5,,,
2006_M_128_25,R128,Alejandro Falla,7,,COL,6,6,,,,Oh-Hee Kwon,,,KOR,1,4,,,
2006_M_128_26,R128,Peter Wessels,,,NED,6,6,,,,Adam Chadaj,,,POL,3,3,,,
2006_M_128_27,R128,Tobias Summerer,,,GER,0,6,6,,,Frederic Niemeyer,,,CAN,6,3,0,,
2006_M_128_28,R128,Zack Fleishman,20,,USA,6,7,,,,Filip Prpic,,,SWE,2,6,,,
2006_M_128_29,R128,Lukasz Kubot,8,,POL,6,6,11,,,Jean-Michel Pequery,,,FRA,7,2,9,,
2006_M_128_30,R128,Gregory Carraz,,,FRA,6,7,,,,Go Soeda,,,JPN,2,6,,,
2006_M_128_31,R128,Simon Stadler,,,GER,6,6,,,,Andreas Beck,,,GER,4,4,,,
2006_M_128_32,R128,Gilles Elseneer,22,,BEL,3,6,6,,,Glenn Weiner,,,USA,6,2,1,,
2006_M_128_33,R128,Alexander Peya,,,AUT,6,6,,,,Paul Capdeville,9,,CHI,0,4,,,
2006_M_128_34,R128,Federico Luzzi,,,ITA,6,6,,,,Gary Lugassy,,,FRA,3,2,,,
2006_M_128_35,R128,Julio Silva,,,BRA,1,6,6,,,Nenad Zimonjic,,1,SCG,6,3,4,,
2006_M_128_36,R128,George Bastl,18,,SUI,6,6,,,,Cristian Villagran,,,ARG,1,3,,,
2006_M_128_37,R128,Kristian Pless,10,,DEN,6,6,,,,Brian Vahaly,,,USA,4,4,,,
2006_M_128_38,R128,Uros Vico,,,ITA,6,6,,,,Slimane Saoudi,,,ALG,4,4,,,
2006_M_128_39,R128,Ivo Klec,,,SVK,7,6,,,,Santiago Ventura-Bertomeu,,,ESP,6,1,,,
2006_M_128_40,R128,Jerome Haehnel,29,,FRA,7,6,,,,Jasper Smit,,,NED,5,2,,,
2006_M_128_41,R128,Joshua Goodall,,1,GBR,3,6,9,,,Rik De Voest,11,,RSA,6,1,7,,
2006_M_128_42,R128,Dusan Vemic,,,SCG,4,7,7,,,Lamine Ouahab,,,ALG,6,5,5,,
2006_M_128_43,R128,Scoville Jenkins,,,USA,6,6,,,,Simone Vagnozzi,,,ITA,4,1,,,
2006_M_128_44,R128,Michael Lammer,,,SUI,6,6,,,,Alex Bogomolov Jr,21,,USA,4,4,,,
2006_M_128_45,R128,Stefano Galvani,12,,ITA,6,6,,,,John-Paul Fruttero,,,USA,2,4,,,
2006_M_128_46,R128,Alun Jones,,,AUS,6,7,,,,Phillip Simmonds,,,USA,2,6,,,
2006_M_128_47,R128,Stephane Bohli,,,SUI,6,6,,,,Viktor Troicki,,,SCG,4,3,,,
2006_M_128_48,R128,Simone Bolelli,32,,ITA,6,7,,,,James Auckland,,1,GBR,3,6,,,
2006_M_128_49,R128,Jean-Christophe Faurel,13,,FRA,6,,,,,Hugo Armando,,,USA,1,,,,
2006_M_128_50,R128,Adrian Garcia,,,CHI,6,6,,,,Marcelo Charpentier,,,ARG,2,3,,,
2006_M_128_51,R128,Wayne Arthurs,,,AUS,6,7,,,,Luke Bourgeois,,,AUS,4,6,,,
2006_M_128_52,R128,Peter Luczak,24,,AUS,4,7,6,,,Nicolas Thomann,,,FRA,6,6,4,,
2006_M_128_53,R128,Flavio Cipolla,14,,ITA,6,6,,,,Melvyn Op Der Heijde,,,NED,2,1,,,
2006_M_128_54,R128,Colin Fleming,,1,GBR,4,7,6,,,Jan Mertl,,,CZE,6,6,3,,
2006_M_128_55,R128,Benedikt Dorsch,,,GER,4,6,6,,,Yohny Romero,,,VEN,6,3,2,,
2006_M_128_56,R128,Toshihide Matsui,,,JPN,4,6,3,,,Antony Dupuis,26,,FRA,6,1,1,,
2006_M_128_57,R128,Lars Burgsmuller,15,,GER,6,6,,,,Jacob Adaktusson,,,SWE,4,4,,,
2006_M_128_58,R128,Nathan Healey,,,AUS,6,6,,,,Lesley Joseph,,,USA,4,1,,,
2006_M_128_59,R128,Robert Kendrick,,,USA,6,6,,,,Henry-Adjei Darko,,,GHA,3,3,,,
2006_M_128_60,R128,Rohan Bopanna,,,IND,6,6,,,,Tomas Cakl,25,,CZE,3,4,,,
2006_M_128_61,R128,Ilia Bozoljac,16,,SRB,6,4,6,,,Lee Childs,,1,GBR,4,6,4,,
2006_M_128_62,R128,Ivo Heuberger,,,SUI,6,6,,,,Benjamin Balleret,,,MON,1,3,,,
2006_M_128_63,R128,Prakash Amritraj,,,IND,6,7,,,,Massimo Dell'acqua,,,ITA,1,6,,,
2006_M_128_64,R128,Benjamin Becker,,,GER,7,6,,,,Nicolas Devilder,28,,FRA,6,3,,,
2006_M_64_1,R64,Kevin Kim,1,,USA,6,7,,,,Jeremy Chardy,,1,FRA,2,5,,,
2006_M_64_2,R64,Diego Hartfield,19,,ARG,4,6,6,,,Pavel Snobel,,,CZE,6,4,3,,
2006_M_64_3,R64,Kenneth Carlsen,2,1,DEN,6,7,,,,Robert Smeets,,,AUS,4,6,,,
2006_M_64_4,R64,Irakli Labadze,31,,GEO,5,6,6,,,Jeff Morrison,,,USA,7,3,3,,
2006_M_64_5,R64,Ramon Delgado,3,,PAR,7,6,10,,,Sergiy Stakhovsky,,,UKR,6,7,8,,
2006_M_64_6,R64,Roko Karanusic,27,,CRO,7,7,,,,Carlos Cuadrado-Quero,,,ESP,5,5,,,
2006_M_64_7,R64,Marcel Granollers-Pujol,,,ESP,6,6,,,,Konstantinos Economidis,,,GRE,3,4,,,
2006_M_64_8,R64,Marco Chiudinelli,,,SUI,6,6,,,,Santiago Gonzalez,23,,MEX,3,3,,,
2006_M_64_9,R64,Michael Berrer,5,,GER,6,6,,,,Eric Nunez,,,USA,2,2,,,
2006_M_64_10,R64,Jesse Witten,,,USA,5,,,,,Andre Sa,,,BRA,2,,,,
2006_M_64_11,R64,Frank Dancevic,6,,CAN,6,6,,,,Andrea Stoppini,,,ITA,1,1,,,
2006_M_64_12,R64,Noam Okun,,,ISR,6,7,,,,Olivier Patience,17,,FRA,4,5,,,
2006_M_64_13,R64,Alejandro Falla,7,,COL,6,6,,,,Peter Wessels,,,NED,3,2,,,
2006_M_64_14,R64,Zack Fleishman,20,,USA,3,7,6,,,Tobias Summerer,,,GER,6,6,3,,
2006_M_64_15,R64,Gregory Carraz,,,FRA,7,6,,,,Lukasz Kubot,8,,POL,5,3,,,
2006_M_64_16,R64,Simon Stadler,,,GER,5,6,6,,,Gilles Elseneer,22,,BEL,7,2,1,,
2006_M_64_17,R64,Alexander Peya,,,AUT,6,2,6,,,Federico Luzzi,,,ITA,2,6,3,,
2006_M_64_18,R64,George Bastl,18,,SUI,6,6,,,,Julio Silva,,,BRA,2,1,,,
2006_M_64_19,R64,Kristian Pless,10,,DEN,7,6,,,,Uros Vico,,,ITA,6,3,,,
2006_M_64_20,R64,Ivo Klec,,,SVK,6,7,,,,Jerome Haehnel,29,,FRA,4,6,,,
2006_M_64_21,R64,Joshua Goodall,,1,GBR,6,7,,,,Dusan Vemic,,,SCG,2,6,,,
2006_M_64_22,R64,Scoville Jenkins,,,USA,6,6,,,,Michael Lammer,,,SUI,3,2,,,
2006_M_64_23,R64,Stefano Galvani,12,,ITA,6,6,,,,Alun Jones,,,AUS,3,1,,,
2006_M_64_24,R64,Simone Bolelli,32,,ITA,7,6,,,,Stephane Bohli,,,SUI,6,3,,,
2006_M_64_25,R64,Jean-Christophe Faurel,13,,FRA,6,6,,,,Adrian Garcia,,,CHI,2,1,,,
2006_M_64_26,R64,Wayne Arthurs,,,AUS,7,6,,,,Peter Luczak,24,,AUS,6,2,,,
2006_M_64_27,R64,Flavio Cipolla,14,,ITA,6,6,,,,Colin Fleming,,1,GBR,2,4,,,
2006_M_64_28,R64,Benedikt Dorsch,,,GER,6,6,6,,,Toshihide Matsui,,,JPN,2,7,3,,
2006_M_64_29,R64,Nathan Healey,,,AUS,5,,,,,Lars Burgsmuller,15,,GER,3,,,,
2006_M_64_30,R64,Robert Kendrick,,,USA,6,6,,,,Rohan Bopanna,,,IND,4,4,,,
2006_M_64_31,R64,Ivo Heuberger,,,SUI,7,6,,,,Ilia Bozoljac,16,,SRB,6,3,,,
2006_M_64_32,R64,Benjamin Becker,,,GER,7,7,,,,Prakash Amritraj,,,IND,5,6,,,
2006_M_32_1,R32,Kevin Kim,1,,USA,7,7,6,,,Diego Hartfield,19,,ARG,6,5,1,,
2006_M_32_2,R32,Irakli Labadze,31,,GEO,2,7,6,7,,Kenneth Carlsen,2,1,DEN,6,6,1,5,
2006_M_32_3,R32,Roko Karanusic,27,,CRO,7,6,4,6,,Ramon Delgado,3,,PAR,5,4,6,1,
2006_M_32_4,R32,Marcel Granollers-Pujol,,,ESP,7,6,6,,,Marco Chiudinelli,,,SUI,6,3,1,,
2006_M_32_5,R32,Michael Berrer,5,,GER,6,6,6,,,Jesse Witten,,,USA,3,3,4,,
2006_M_32_6,R32,Frank Dancevic,6,,CAN,7,7,6,,,Noam Okun,,,ISR,5,6,4,,
2006_M_32_7,R32,Alejandro Falla,7,,COL,5,4,6,6,6,Zack Fleishman,20,,USA,7,6,3,3,4
2006_M_32_8,R32,Simon Stadler,,,GER,7,6,6,,,Gregory Carraz,,,FRA,6,1,4,,
2006_M_32_9,R32,Alexander Peya,,,AUT,6,6,6,,,George Bastl,18,,SUI,4,4,4,,
2006_M_32_10,R32,Kristian Pless,10,,DEN,7,7,6,,,Ivo Klec,,,SVK,6,5,2,,
2006_M_32_11,R32,Joshua Goodall,,1,GBR,7,4,7,7,,Scoville Jenkins,,,USA,6,6,6,6,
2006_M_32_12,R32,Stefano Galvani,12,,ITA,6,6,7,,,Simone Bolelli,32,,ITA,1,4,5,,
2006_M_32_13,R32,Wayne Arthurs,,,AUS,4,6,6,6,,Jean-Christophe Faurel,13,,FRA,6,3,4,4,
2006_M_32_14,R32,Benedikt Dorsch,,,GER,6,6,6,,,Flavio Cipolla,14,,ITA,3,2,4,,
2006_M_32_15,R32,Robert Kendrick,,,USA,6,6,7,,,Nathan Healey,,,AUS,3,3,5,,
2006_M_32_16,R32,Benjamin Becker,,,GER,6,6,7,,,Ivo Heuberger,,,SUI,3,2,6,,
2007_M_128_1,R128,Olivier Patience,1,,FRA,6,6,,,,Robert Smeets,,,AUS,4,4,,,
2007_M_128_2,R128,Andrey Golubev,,,RUS,6,1,7,,,Giorgio Galimberti,,,ITA,4,6,5,,
2007_M_128_3,R128,Rogerio Dutra Silva,,,BRA,7,6,,,,Simone Vagnozzi,,,ITA,6,1,,,
2007_M_128_4,R128,Yeu-Tzuoo Wang,26,,TPE,7,6,,,,Sergiy Stakhovsky,,,UKR,5,2,,,
2007_M_128_5,R128,Nicolas Mahut,2,,FRA,7,6,,,,Noam Okun,,,ISR,5,3,,,
2007_M_128_6,R128,Joseph Sirianni,,,AUS,6,6,,,,Phillip Simmonds,,,USA,4,2,,,
2007_M_128_7,R128,Simon Stadler,,,GER,6,6,,,,Goichi Motomura,,,JPN,2,4,,,
2007_M_128_8,R128,Wesley Moodie,19,,RSA,3,6,19,,,Rohan Bopanna,,,IND,6,1,17,,
2007_M_128_9,R128,Edouard Roger-Vasselin,3,,FRA,6,7,6,,,Ti Chen,,,TPE,7,6,3,,
2007_M_128_10,R128,Gary Lugassy,,,FRA,6,6,6,,,Matthias Bachinger,,,GER,7,2,0,,
2007_M_128_11,R128,Nathan Healey,,,AUS,4,7,6,,,Kenneth Carlsen,,,DEN,6,5,3,,
2007_M_128_12,R128,Ricardo Mello,31,,BRA,6,6,,,,Flavio Cipolla,,,ITA,3,2,,,
2007_M_128_13,R128,Frank Dancevic,4,,CAN,7,6,,,,Thomas Oger,,,FRA,6,4,,,
2007_M_128_14,R128,Andrea Stoppini,,,ITA,6,4,9,,,Albert Portas,,,ESP,2,6,7,,
2007_M_128_15,R128,Aisam Qureshi,,,PAK,6,6,,,,Hector Ruiz-Cadenas,,,ESP,1,2,,,
2007_M_128_16,R128,Michal Przysiezny,,,POL,6,6,,,,Thiago Alves,17,,BRA,3,4,,,
2007_M_128_17,R128,Daniele Bracciali,5,,ITA,7,6,,,,Jan Mertl,,,CZE,6,1,,,
2007_M_128_18,R128,Marcel Granollers-Pujol,,,ESP,1,6,6,,,Cristian Villagran,,,ARG,6,4,4,,
2007_M_128_19,R128,Dusan Vemic,,,SRB,7,6,,,,Eduardo Schwank,,,ARG,6,4,,,
2007_M_128_20,R128,Bobby Reynolds,18,,USA,6,6,,,,Victor Ionita,,,ROU,2,0,,,
2007_M_128_21,R128,Santiago Giraldo,6,,COL,6,7,,,,Michal Mertinak,,,SVK,3,5,,,
2007_M_128_22,R128,Go Soeda,,,JPN,5,6,6,,,James Ward,,1,GBR,7,0,3,,
2007_M_128_23,R128,Lars Burgsmuller,,,GER,6,7,,,,Juan Antonio Marin,,,CRC,4,5,,,
2007_M_128_24,R128,Bohdan Ulihrach,22,,CZE,6,2,9,,,Alun Jones,,,AUS,2,6,7,,
2007_M_128_25,R128,Kevin Kim,7,,USA,6,6,6,,,Stephane Bohli,,,SUI,4,7,1,,
2007_M_128_26,R128,Harel Levy,,,ISR,6,6,,,,Brian Dabul,,,ARG,3,2,,,
2007_M_128_27,R128,Sam Warburg,,,USA,4,6,7,,,Richard Irwin,,1,GBR,6,3,5,,
2007_M_128_28,R128,James May,,1,GBR,6,6,,,,Lukas Lacko,30,,SVK,4,3,,,
2007_M_128_29,R128,Federico Luzzi,8,,ITA,6,2,6,,,Tom Rushby,,1,GBR,2,6,1,,
2007_M_128_30,R128,Lamine Ouahab,,,ALG,7,6,,,,Wesley Whitehouse,,,RSA,5,3,,,
2007_M_128_31,R128,Zack Fleishman,,,USA,6,6,,,,David Brewer,,1,GBR,3,2,,,
2007_M_128_32,R128,Pablo Andujar-Alba,28,,ESP,6,6,,,,Benedikt Dorsch,,,GER,4,2,,,
2007_M_128_33,R128,Takao Suzuki,,,JPN,6,7,,,,Konstantinos Economidis,9,,GRE,4,5,,,
2007_M_128_34,R128,Marco Crugnola,,,ITA,6,6,,,,Horacio Zeballos,,,ARG,3,2,,,
2007_M_128_35,R128,Lee Childs,,1,GBR,7,6,,,,Neil Bamford,,1,GBR,6,3,,,
2007_M_128_36,R128,Pavol Cervenak,,,SVK,6,7,,,,Lukasz Kubot,29,,POL,4,6,,,
2007_M_128_37,R128,Alejandro Falla,10,,COL,6,6,,,,Andis Juska,,,LAT,1,3,,,
2007_M_128_38,R128,Scott Oudsema,,,USA,7,5,6,,,Robin Vik,,,CZE,6,7,3,,
2007_M_128_39,R128,Marc Lopez,,,ESP,7,6,7,,,Michel Kratochvil,,,SUI,6,7,5,,
2007_M_128_40,R128,Roko Karanusic,24,,CRO,6,6,,,,Gabriel Trujillo-Soler,,,ESP,3,2,,,
2007_M_128_41,R128,Paul Capdeville,11,,CHI,6,6,,,,Tobias Clemens,,,GER,4,2,,,
2007_M_128_42,R128,Brian Wilson,,,USA,7,6,,,,George Bastl,,,SUI,6,2,,,
2007_M_128_43,R128,Ryan Sweeting,,,USA,7,6,,,,Lukas Rosol,,,CZE,5,2,,,
2007_M_128_44,R128,Gilles Muller,27,,LUX,6,6,,,,Jesse Witten,,,USA,4,2,,,
2007_M_128_45,R128,Rik De Voest,12,,RSA,7,6,,,,Stefano Ianni,,,ITA,5,3,,,
2007_M_128_46,R128,Leonardo Mayer,,,ARG,6,6,,,,Dennis Van Scheppingen,,,NED,4,4,,,
2007_M_128_47,R128,Pavel Snobel,,,CZE,6,7,,,,Nenad Zimonjic,,1,SRB,4,6,,,
2007_M_128_48,R128,Dick Norman,32,,BEL,6,7,,,,Ivo Minar,,,CZE,4,6,,,
2007_M_128_49,R128,Christophe Rochus,,,BEL,6,6,,,,Brendan Evans,,,USA,1,4,,,
2007_M_128_50,R128,Dudi Sela,,,ISR,6,7,,,,Uros Vico,,,ITA,2,5,,,
2007_M_128_51,R128,Alex Calatrava,,,ESP,3,7,6,,,Frederic Niemeyer,,,CAN,6,5,3,,
2007_M_128_52,R128,Wayne Arthurs,,,AUS,7,6,,,,Ramon Delgado,25,,PAR,5,3,,,
2007_M_128_53,R128,Mischa Zverev,14,,GER,7,6,,,,Razvan Sabau,,,ROU,5,1,,,
2007_M_128_54,R128,Chris Eaton,,1,GBR,6,6,,,,Carlos Salamanca,,,COL,4,2,,,
2007_M_128_55,R128,Satoshi Iwabuchi,,,JPN,6,6,,,,Marc Fornell-Mestres,,,ESP,3,4,,,
2007_M_128_56,R128,Stefano Galvani,20,,ITA,6,6,,,,Eric Nunez,,,USA,2,2,,,
2007_M_128_57,R128,Fernando Vicente,15,,ESP,6,6,10,,,Rajeev Ram,,,USA,7,2,8,,
2007_M_128_58,R128,Alex Kuznetsov,,,USA,6,6,6,,,Victor Crivoi,,,ROU,3,7,0,,
2007_M_128_59,R128,Paolo Lorenzi,,,ITA,6,6,,,,Jose Checa-Calvo,,,ESP,3,2,,,
2007_M_128_60,R128,Michael Lammer,,,SUI,7,7,,,,Ilia Bozoljac,21,,SRB,6,6,,,
